"Temperature","Pressure","Humidity","Speed","Radiation"
"61","30.41","20","15.75","132.17"
"62","30.41","18","11.25","158.34"
"62","30.41","18","16.87","184.88"
"62","30.41","19","12.37","212.42"
"62","30.41","20","18","240.49"
"63","30.41","19","10.12","267.22"
"63","30.41","19","19.12","294.41"
"63","30.41","19","12.37","320.33"
"63","30.41","18","12.37","343.47"
"64","30.42","18","7.87","363.48"
"64","30.41","17","14.62","383.21"
"64","30.41","16","15.75","403.49"
"64","30.41","17","14.62","422.37"
"64","30.41","16","10.12","442.04"
"64","30.41","18","3.37","460.6"
"64","30.41","18","14.62","480.01"
"64","30.41","18","18","498.85"
"64","30.41","19","12.37","516.77"
"64","30.41","18","15.75","535.73"
"64","30.41","21","11.25","552.52"
"64","30.41","18","12.37","570.44"
"65","30.41","17","11.25","588.26"
"65","30.41","18","16.87","604.55"
"65","30.41","19","12.37","620.89"
"66","30.41","17","12.37","636.96"
"65","30.41","17","12.37","652.1"
"66","30.41","15","11.25","669.05"
"66","30.41","15","9","684.66"
"66","30.41","15","7.87","699.15"
"67","30.41","13","9","713.03"
"67","30.41","15","5.62","727.13"
"67","30.41","15","20.25","738.77"
"67","30.41","16","10.12","751.57"
"67","30.41","16","18","762.64"
"66","30.41","16","10.12","773.21"
"67","30.42","16","11.25","787.87"
"67","30.41","15","16.87","797.89"
"66","30.42","16","6.75","809.93"
"66","30.42","15","15.75","817.9"
"66","30.42","16","6.75","828.01"
"66","30.42","15","11.25","837.22"
"66","30.42","16","10.12","845.54"
"66","30.42","14","12.37","854.83"
"66","30.42","18","6.75","861.19"
"66","30.43","16","7.87","867.81"
"66","30.43","18","4.5","875.69"
"65","30.43","17","7.87","882.81"
"66","30.44","16","11.25","887.92"
"65","30.44","18","3.37","892.67"
"64","30.44","29","7.87","895.05"
"64","30.44","32","11.25","899.17"
"64","30.44","29","10.12","899.99"
"64","30.45","30","2.25","904.44"
"64","30.45","27","14.62","907.84"
"64","30.45","23","7.87","912.34"
"64","30.45","28","7.87","911.87"
"64","30.45","28","3.37","911.08"
"64","30.46","30","7.87","913.29"
"63","30.46","23","4.5","909.61"
"63","30.46","38","5.62","908.24"
"63","30.46","39","6.75","903.33"
"63","30.46","42","15.75","905.3"
"63","30.47","45","11.25","900.92"
"62","30.47","36","12.37","901.75"
"62","30.47","40","7.87","894.37"
"62","30.47","36","6.75","892.93"
"63","30.47","33","11.25","891.58"
"64","30.47","29","5.62","888.22"
"65","30.48","17","12.37","883.17"
"65","30.47","15","9","878.28"
"64","30.48","17","11.25","871.72"
"65","30.48","14","6.75","865.13"
"65","30.48","15","4.5","857.46"
"65","30.48","14","6.75","850.27"
"64","30.48","15","7.87","842.55"
"64","30.48","16","4.5","834.83"
"64","30.48","15","14.62","826.03"
"64","30.48","15","7.87","816.26"
"64","30.49","15","12.37","805.81"
"64","30.49","14","12.37","796.12"
"64","30.49","16","7.87","784.81"
"64","30.49","16","11.25","772.89"
"63","30.49","17","11.25","761.36"
"63","30.48","17","19.12","749"
"63","30.49","16","12.37","734.37"
"62","30.49","18","11.25","721.58"
"62","30.49","18","16.87","708.03"
"61","30.49","18","5.62","693.27"
"61","30.49","20","4.5","679.03"
"61","30.49","19","4.5","664.09"
"61","30.49","21","9","649.27"
"61","30.49","19","4.5","633.14"
"61","30.48","20","4.5","617.84"
"61","30.48","18","2.25","601.78"
"61","30.48","17","6.75","585.71"
"61","30.48","16","7.87","568.44"
"61","30.48","16","3.37","552.01"
"60","30.48","15","4.5","534.59"
"60","30.48","14","12.37","517.13"
"60","30.48","15","6.75","499.1"
"60","30.47","14","6.75","480.79"
"59","30.47","15","9","462.5"
"59","30.47","15","7.87","443.73"
"58","30.47","16","9","424.2"
"58","30.47","15","6.75","405.39"
"57","30.47","17","5.62","385.54"
"56","30.47","16","6.75","366.01"
"55","30.47","18","6.75","344.83"
"54","30.47","18","4.5","320.4"
"53","30.47","18","11.25","295.33"
"52","30.47","19","10.12","264.36"
"52","30.47","19","12.37","24.09"
"52","30.47","18","6.75","22.07"
"51","30.47","19","12.37","21.46"
"51","30.47","19","10.12","20.84"
"51","30.47","19","12.37","20.16"
"50","30.47","18","9","19.39"
"50","30.46","19","11.25","18.52"
"50","30.46","20","11.25","17.52"
"49","30.46","20","13.5","16.37"
"49","30.46","20","6.75","15.07"
"49","30.46","20","12.37","13.53"
"49","30.46","21","11.25","11.86"
"49","30.46","20","11.25","9.93"
"49","30.45","21","10.12","7.87"
"49","30.45","20","12.37","5.77"
"49","30.45","20","10.12","3.66"
"49","30.45","20","12.37","2.03"
"49","30.45","21","13.5","1.2"
"49","30.44","21","11.25","1.23"
"49","30.44","21","11.25","1.18"
"49","30.44","21","12.37","1.22"
"49","30.44","21","13.5","1.22"
"50","30.44","20","11.25","1.23"
"50","30.44","20","12.37","1.22"
"50","30.44","20","14.62","1.23"
"49","30.44","20","14.62","1.25"
"49","30.44","20","11.25","1.23"
"49","30.44","20","12.37","1.24"
"49","30.44","20","10.12","1.22"
"49","30.44","21","13.5","1.22"
"49","30.44","21","10.12","1.23"
"49","30.44","21","10.12","1.23"
"49","30.44","21","10.12","1.24"
"48","30.44","23","11.25","1.25"
"48","30.44","23","14.62","1.21"
"48","30.44","22","11.25","1.24"
"48","30.44","22","9","1.21"
"49","30.44","22","7.87","1.22"
"49","30.44","21","10.12","1.23"
"49","30.43","22","9","1.2"
"49","30.43","20","7.87","1.19"
"49","30.43","21","10.12","1.23"
"49","30.43","21","11.25","1.22"
"49","30.43","20","13.5","1.21"
"49","30.43","19","6.75","1.2"
"49","30.43","20","7.87","1.21"
"49","30.43","21","7.87","1.22"
"48","30.43","22","12.37","1.23"
"48","30.43","22","9","1.18"
"48","30.43","22","7.87","1.17"
"48","30.43","23","14.62","1.2"
"48","30.44","24","10.12","1.21"
"48","30.44","23","6.75","1.22"
"48","30.44","24","10.12","1.22"
"48","30.44","23","9","1.25"
"48","30.44","24","9","1.26"
"48","30.44","24","7.87","1.18"
"48","30.44","24","9","1.2"
"48","30.44","24","11.25","1.25"
"47","30.44","24","10.12","1.26"
"47","30.44","25","9","1.21"
"47","30.44","25","9","1.22"
"46","30.45","25","10.12","1.23"
"46","30.45","26","7.87","1.21"
"46","30.45","27","9","1.23"
"46","30.45","27","7.87","1.19"
"46","30.45","28","7.87","1.21"
"46","30.45","28","9","1.2"
"46","30.45","28","7.87","1.21"
"46","30.45","28","12.37","1.2"
"46","30.46","28","10.12","1.24"
"46","30.45","28","10.12","1.22"
"47","30.46","28","9","1.21"
"47","30.46","28","5.62","1.23"
"47","30.46","27","6.75","1.2"
"46","30.46","28","2.25","1.22"
"46","30.46","29","10.12","1.22"
"46","30.46","30","7.87","1.21"
"47","30.46","30","6.75","1.24"
"47","30.47","30","7.87","1.21"
"47","30.47","30","9","1.25"
"47","30.47","29","10.12","1.22"
"47","30.46","29","9","1.23"
"47","30.47","28","7.87","1.24"
"47","30.47","29","10.12","1.23"
"48","30.47","29","11.25","1.24"
"48","30.47","27","9","1.2"
"48","30.47","29","10.12","1.23"
"48","30.47","29","5.62","1.23"
"48","30.47","28","13.5","1.22"
"48","30.47","29","11.25","1.26"
"48","30.47","29","12.37","1.2"
"48","30.47","30","7.87","1.16"
"48","30.47","30","7.87","1.19"
"48","30.48","30","7.87","1.23"
"48","30.48","30","7.87","1.23"
"48","30.48","30","10.12","1.21"
"48","30.48","29","10.12","1.19"
"48","30.48","29","11.25","1.23"
"48","30.48","30","7.87","1.22"
"48","30.48","30","12.37","1.23"
"48","30.48","31","11.25","1.24"
"48","30.48","31","7.87","1.22"
"48","30.48","30","10.12","1.2"
"48","30.48","30","9","1.24"
"48","30.48","31","13.5","1.19"
"48","30.48","30","10.12","1.25"
"48","30.48","30","7.87","1.21"
"48","30.48","31","10.12","1.2"
"48","30.48","32","5.62","1.24"
"48","30.48","32","10.12","1.15"
"48","30.48","32","6.75","1.22"
"48","30.48","32","6.75","1.21"
"48","30.48","32","9","1.21"
"48","30.48","32","9","1.22"
"48","30.48","33","10.12","1.23"
"48","30.48","33","6.75","1.2"
"48","30.48","33","13.5","1.21"
"48","30.48","34","11.25","1.24"
"48","30.48","34","6.75","1.19"
"48","30.48","36","4.5","1.18"
"48","30.48","36","10.12","1.22"
"48","30.48","38","11.25","1.25"
"48","30.48","37","7.87","1.18"
"48","30.48","37","5.62","1.2"
"48","30.48","40","9","1.2"
"48","30.48","39","12.37","1.22"
"49","30.48","39","7.87","1.24"
"49","30.48","37","4.5","1.22"
"49","30.48","35","9","1.23"
"49","30.48","33","5.62","1.21"
"49","30.48","34","10.12","1.22"
"49","30.48","34","10.12","1.23"
"49","30.48","34","6.75","1.22"
"49","30.47","37","9","1.24"
"50","30.47","37","7.87","1.2"
"50","30.47","36","11.25","1.24"
"50","30.47","35","7.87","1.18"
"50","30.47","34","9","1.22"
"50","30.47","35","12.37","1.2"
"50","30.47","39","6.75","1.22"
"50","30.47","45","3.37","1.19"
"49","30.46","48","14.62","1.24"
"50","30.47","51","9","1.22"
"50","30.46","53","7.87","1.25"
"50","30.46","45","2.25","1.22"
"49","30.46","52","9","1.22"
"49","30.46","54","10.12","1.19"
"49","30.46","59","10.12","1.24"
"48","30.46","64","13.5","1.21"
"48","30.46","70","3.37","1.19"
"49","30.46","84","6.75","1.21"
"49","30.46","84","5.62","1.21"
"50","30.46","77","2.25","1.22"
"50","30.46","75","7.87","1.23"
"50","30.45","78","9","1.2"
"50","30.45","79","4.5","1.2"
"50","30.45","91","7.87","1.26"
"50","30.45","92","9","1.23"
"50","30.45","94","4.5","1.25"
"50","30.45","95","3.37","1.22"
"50","30.45","95","6.75","1.24"
"51","30.45","95","10.12","1.22"
"51","30.45","95","11.25","1.19"
"51","30.45","95","7.87","1.78"
"51","30.45","96","3.37","3.05"
"52","30.45","95","10.12","5.2"
"52","30.45","95","9","7.22"
"52","30.45","95","6.75","18.92"
"53","30.45","95","7.87","19.45"
"53","30.44","94","3.37","37.15"
"53","30.44","92","11.25","32.21"
"54","30.44","93","6.75","48.03"
"54","30.44","94","7.87","63.59"
"54","30.44","95","12.37","84.57"
"54","30.44","96","6.75","105.35"
"54","30.44","96","5.62","44.68"
"54","30.44","97","4.5","173.82"
"54","30.44","96","4.5","213.93"
"55","30.44","96","3.37","386.01"
"54","30.44","95","5.62","93.51"
"54","30.44","95","6.75","178.83"
"55","30.44","94","3.37","275.19"
"56","30.44","93","6.75","261.44"
"56","30.44","90","4.5","371.56"
"57","30.44","89","13.5","511.34"
"58","30.44","85","2.25","490.58"
"58","30.44","84","2.25","521"
"58","30.44","84","11.25","422.38"
"58","30.44","85","3.37","474.65"
"58","30.44","85","6.75","517.74"
"57","30.44","88","10.12","522.21"
"56","30.44","90","6.75","600.76"
"56","30.44","91","5.62","524.55"
"56","30.44","92","9","174.84"
"56","30.44","94","7.87","244.05"
"56","30.44","92","7.87","311.69"
"57","30.44","92","9","312.55"
"58","30.44","88","4.5","675.87"
"58","30.44","85","5.62","596.49"
"58","30.44","84","3.37","635.75"
"58","30.44","86","3.37","786.84"
"58","30.44","81","3.37","804.04"
"58","30.44","79","7.87","687.42"
"57","30.44","81","10.12","699.47"
"57","30.44","84","13.5","708.35"
"56","30.44","86","12.37","721.77"
"56","30.44","87","10.12","735.96"
"56","30.44","90","3.37","785.68"
"56","30.44","89","9","894.42"
"56","30.44","89","3.37","704.46"
"55","30.44","90","6.75","816.16"
"56","30.44","90","3.37","690.05"
"56","30.44","87","9","667.36"
"57","30.44","84","11.25","795.58"
"57","30.44","83","4.5","877.35"
"57","30.44","83","6.75","906.32"
"57","30.45","83","7.87","836.67"
"58","30.45","84","6.75","857.42"
"57","30.45","78","4.5","1008.91"
"57","30.45","80","5.62","855.98"
"56","30.45","83","16.87","866.45"
"55","30.45","82","11.25","863.92"
"54","30.45","92","7.87","861.51"
"54","30.45","98","5.62","885.92"
"54","30.45","100","1.12","865.68"
"54","30.45","100","6.75","1189.26"
"54","30.45","99","14.62","593.06"
"55","30.46","100","6.75","578.31"
"54","30.45","99","9","947.58"
"54","30.46","99","3.37","733.78"
"54","30.46","98","11.25","449.94"
"55","30.46","97","2.25","581.54"
"55","30.46","97","5.62","332.91"
"55","30.46","97","4.5","455.02"
"54","30.46","96","1.12","723.35"
"54","30.46","95","4.5","712.43"
"54","30.47","96","4.5","368.73"
"55","30.47","96","9","239.56"
"55","30.47","98","9","860.42"
"55","30.47","99","7.87","750.09"
"55","30.47","99","11.25","403.62"
"55","30.47","99","6.75","723.31"
"54","30.48","99","6.75","661.81"
"54","30.48","99","9","736.17"
"54","30.48","99","9","407.69"
"54","30.48","99","7.87","494.62"
"54","30.48","99","7.87","586.2"
"54","30.48","99","5.62","699.08"
"54","30.49","98","4.5","738.96"
"54","30.48","98","5.62","388.14"
"54","30.49","98","5.62","498.79"
"54","30.49","97","4.5","463.39"
"54","30.49","96","5.62","428.82"
"54","30.49","96","9","442.22"
"53","30.49","96","7.87","428.86"
"53","30.49","96","4.5","659.05"
"53","30.49","96","9","440.41"
"53","30.5","94","5.62","334.72"
"53","30.5","94","13.5","442.75"
"52","30.5","94","7.87","641.59"
"53","30.49","94","3.37","278.26"
"53","30.49","93","5.62","422"
"52","30.49","93","7.87","492.28"
"53","30.49","91","5.62","297.89"
"53","30.49","88","13.5","336.46"
"54","30.49","85","13.5","314.46"
"53","30.49","82","7.87","528.97"
"53","30.49","81","13.5","612.83"
"53","30.48","79","12.37","629.82"
"53","30.48","75","13.5","586.53"
"52","30.48","74","2.25","562.58"
"52","30.47","72","4.5","544.85"
"52","30.48","70","2.25","528.35"
"51","30.48","71","7.87","510.36"
"51","30.47","69","5.62","494.04"
"51","30.47","67","6.75","476.43"
"51","30.47","70","3.37","457.2"
"51","30.47","59","3.37","439.72"
"51","30.47","54","4.5","421.54"
"51","30.47","52","7.87","402.68"
"51","30.47","52","5.62","382.78"
"51","30.47","51","7.87","363.26"
"50","30.47","51","9","343.48"
"49","30.47","50","11.25","319.86"
"48","30.47","50","3.37","294.61"
"47","30.46","51","10.12","267.77"
"47","30.46","53","4.5","24.57"
"46","30.46","54","4.5","22.09"
"46","30.46","55","6.75","21.5"
"46","30.46","55","9","20.91"
"45","30.46","54","7.87","20.22"
"45","30.46","52","4.5","19.5"
"45","30.45","50","6.75","18.63"
"45","30.45","49","5.62","17.68"
"44","30.45","49","15.75","16.6"
"44","30.45","50","12.37","15.25"
"44","30.44","50","14.62","13.74"
"44","30.44","51","15.75","12.03"
"44","30.44","52","12.37","10.09"
"44","30.44","52","11.25","7.99"
"44","30.44","51","10.12","5.86"
"44","30.44","53","12.37","3.68"
"44","30.44","52","16.87","2.14"
"44","30.44","53","11.25","1.21"
"44","30.44","54","10.12","1.2"
"44","30.44","55","12.37","1.21"
"44","30.44","55","10.12","1.2"
"44","30.44","54","7.87","1.2"
"44","30.44","54","10.12","1.21"
"44","30.44","54","10.12","1.19"
"44","30.43","55","9","1.19"
"45","30.43","55","10.12","1.18"
"45","30.43","53","10.12","1.19"
"45","30.43","52","10.12","1.18"
"45","30.43","53","10.12","1.22"
"45","30.42","54","11.25","1.23"
"45","30.42","55","13.5","1.19"
"45","30.42","53","10.12","1.19"
"45","30.42","53","11.25","1.21"
"45","30.42","54","10.12","1.24"
"44","30.42","55","6.75","1.21"
"45","30.42","57","10.12","1.21"
"45","30.42","56","13.5","1.2"
"44","30.42","55","9","1.23"
"44","30.42","56","12.37","1.23"
"44","30.43","57","10.12","1.23"
"44","30.42","56","10.12","1.22"
"44","30.43","57","14.62","1.22"
"44","30.43","58","7.87","1.2"
"44","30.43","58","9","1.21"
"44","30.43","60","7.87","1.22"
"44","30.43","60","7.87","1.21"
"44","30.43","62","7.87","1.21"
"44","30.43","63","10.12","1.18"
"44","30.43","64","11.25","1.21"
"44","30.43","67","7.87","1.18"
"44","30.43","68","11.25","1.22"
"44","30.43","70","6.75","1.22"
"44","30.43","70","7.87","1.2"
"45","30.43","70","9","1.22"
"45","30.43","70","9","1.22"
"45","30.43","71","10.12","1.19"
"45","30.43","71","7.87","1.22"
"44","30.43","73","11.25","1.23"
"44","30.43","75","13.5","1.22"
"44","30.43","78","9","1.19"
"44","30.43","79","9","1.2"
"44","30.44","78","9","1.19"
"44","30.44","79","9","1.21"
"44","30.44","79","7.87","1.23"
"44","30.44","78","3.37","1.22"
"45","30.44","79","3.37","1.2"
"45","30.44","78","7.87","1.2"
"45","30.44","78","9","1.2"
"45","30.44","79","9","1.2"
"44","30.44","79","9","1.2"
"45","30.44","79","9","1.21"
"45","30.44","79","10.12","1.21"
"44","30.44","80","10.12","1.21"
"44","30.44","80","10.12","1.2"
"44","30.44","79","13.5","1.21"
"44","30.45","79","9","1.2"
"44","30.45","79","10.12","1.22"
"44","30.45","79","10.12","1.22"
"44","30.45","79","9","1.21"
"44","30.45","79","7.87","1.24"
"44","30.45","78","11.25","1.19"
"44","30.45","77","10.12","1.19"
"44","30.46","78","10.12","1.22"
"44","30.46","78","6.75","1.19"
"44","30.46","78","9","1.22"
"44","30.46","78","11.25","1.22"
"44","30.46","79","9","1.19"
"45","30.46","79","11.25","1.21"
"45","30.46","79","12.37","1.2"
"45","30.46","80","9","1.19"
"45","30.46","79","5.62","1.2"
"45","30.46","79","2.25","1.17"
"45","30.46","80","4.5","1.22"
"45","30.46","80","7.87","1.2"
"46","30.46","80","7.87","1.21"
"46","30.46","79","4.5","1.22"
"46","30.46","81","7.87","1.2"
"46","30.46","81","4.5","1.2"
"46","30.47","82","7.87","1.21"
"46","30.47","83","6.75","1.18"
"46","30.47","84","7.87","1.23"
"45","30.47","86","9","1.18"
"45","30.47","89","13.5","1.18"
"45","30.47","92","7.87","1.2"
"45","30.47","98","7.87","1.22"
"46","30.47","101","13.5","1.23"
"46","30.47","102","10.12","1.25"
"47","30.47","102","10.12","1.23"
"47","30.47","102","5.62","1.2"
"47","30.47","102","12.37","1.2"
"47","30.48","102","5.62","1.23"
"48","30.48","102","11.25","1.21"
"48","30.48","102","7.87","1.19"
"48","30.48","102","1.12","1.22"
"48","30.48","102","4.5","1.22"
"48","30.48","102","4.5","1.22"
"48","30.48","102","4.5","1.28"
"48","30.48","102","3.37","1.2"
"48","30.48","102","3.37","1.23"
"48","30.48","102","9","1.24"
"48","30.48","102","5.62","1.22"
"48","30.48","102","4.5","1.2"
"48","30.48","102","5.62","1.26"
"48","30.48","102","1.12","1.2"
"48","30.48","102","6.75","1.23"
"48","30.48","102","4.5","1.23"
"48","30.47","102","4.5","1.23"
"49","30.47","102","2.25","1.22"
"49","30.47","102","6.75","1.26"
"49","30.48","102","5.62","1.24"
"49","30.47","102","3.37","1.2"
"49","30.48","102","4.5","1.22"
"49","30.48","102","2.25","1.23"
"49","30.48","102","1.12","1.2"
"49","30.48","102","2.25","1.23"
"49","30.47","102","6.75","1.21"
"49","30.48","102","5.62","1.2"
"49","30.48","102","5.62","1.2"
"49","30.47","102","1.12","1.21"
"49","30.47","102","7.87","1.25"
"49","30.48","101","5.62","1.22"
"49","30.48","101","3.37","1.21"
"50","30.48","101","6.75","1.22"
"50","30.48","101","2.25","1.25"
"50","30.47","101","4.5","1.2"
"50","30.47","101","2.25","1.2"
"50","30.47","101","9","1.23"
"50","30.47","101","4.5","1.22"
"50","30.47","101","6.75","1.22"
"50","30.47","101","2.25","1.21"
"50","30.47","101","4.5","1.21"
"50","30.47","101","6.75","1.24"
"50","30.47","101","3.37","1.22"
"50","30.47","101","10.12","1.2"
"50","30.47","101","3.37","1.24"
"51","30.46","101","3.37","1.23"
"51","30.46","101","2.25","1.23"
"51","30.46","101","2.25","1.22"
"51","30.46","101","1.12","1.23"
"51","30.46","101","6.75","1.23"
"51","30.46","101","2.25","1.24"
"51","30.46","100","3.37","1.22"
"51","30.45","100","5.62","1.24"
"51","30.45","100","2.25","1.21"
"51","30.45","100","10.12","1.27"
"51","30.45","100","4.5","1.25"
"51","30.45","100","2.25","1.9"
"51","30.45","100","1.12","3.02"
"51","30.45","99","5.62","5.43"
"51","30.45","99","6.75","9.74"
"52","30.45","99","4.5","14.83"
"52","30.44","98","1.12","62.56"
"52","30.44","98","5.62","109.93"
"52","30.44","100","7.87","139.61"
"52","30.44","100","5.62","157.9"
"52","30.44","101","6.75","161.85"
"52","30.44","101","9","236.46"
"51","30.44","101","9","174.29"
"51","30.44","101","9","153.94"
"51","30.44","101","3.37","139.58"
"51","30.44","101","5.62","148.29"
"51","30.44","100","3.37","116.23"
"51","30.44","100","6.75","94.08"
"52","30.44","100","5.62","129.61"
"52","30.44","100","5.62","41.76"
"52","30.43","100","11.25","56.3"
"52","30.43","100","5.62","361.43"
"53","30.43","100","9","105.53"
"52","30.43","100","4.5","142.49"
"53","30.43","100","3.37","117.63"
"53","30.43","100","3.37","267.98"
"53","30.43","99","2.25","416.2"
"53","30.43","99","10.12","78.74"
"53","30.43","99","7.87","141.74"
"54","30.43","99","5.62","273.62"
"53","30.43","99","3.37","577.37"
"53","30.43","99","3.37","550.49"
"53","30.43","98","7.87","107.62"
"53","30.43","98","2.25","292.06"
"53","30.43","99","9","247.21"
"53","30.43","99","3.37","312.24"
"53","30.43","99","7.87","320.48"
"53","30.43","99","7.87","511.48"
"54","30.43","99","2.25","495.13"
"54","30.43","99","7.87","354.5"
"54","30.43","98","5.62","446.47"
"55","30.43","98","1.12","195.17"
"55","30.43","98","4.5","368.07"
"54","30.43","98","4.5","1056.02"
"54","30.43","99","6.75","787.65"
"54","30.43","98","4.5","355.42"
"55","30.43","99","7.87","335.62"
"54","30.43","98","7.87","765.11"
"55","30.43","98","4.5","526.75"
"55","30.43","98","4.5","801.28"
"55","30.43","98","11.25","920.52"
"55","30.43","98","3.37","527.52"
"55","30.43","97","5.62","418.47"
"55","30.44","95","6.75","523.08"
"56","30.44","94","6.75","265.69"
"57","30.44","90","6.75","419.46"
"56","30.44","92","3.37","974.54"
"55","30.44","96","5.62","910.45"
"55","30.44","96","10.12","719.08"
"54","30.44","96","3.37","784.24"
"55","30.44","95","10.12","392.42"
"56","30.44","93","5.62","333.54"
"56","30.44","93","13.5","1009.73"
"57","30.45","93","13.5","474.19"
"57","30.45","88","9","1144.62"
"56","30.45","87","4.5","937.33"
"56","30.45","88","5.62","988.87"
"56","30.46","86","9","300.97"
"56","30.46","86","3.37","1230.56"
"55","30.46","86","12.37","301.56"
"54","30.46","89","10.12","757.74"
"53","30.47","95","2.25","918.84"
"53","30.47","98","4.5","796.45"
"53","30.47","99","4.5","401.62"
"53","30.47","98","7.87","619.13"
"54","30.47","97","4.5","468.78"
"55","30.47","97","7.87","457.82"
"54","30.47","96","4.5","445.3"
"54","30.47","98","4.5","1000.66"
"54","30.47","98","9","548.04"
"54","30.47","98","11.25","452.57"
"54","30.47","97","7.87","885.66"
"55","30.48","97","5.62","400.38"
"55","30.48","97","9","439.87"
"54","30.48","96","2.25","1098.63"
"54","30.48","98","10.12","477.36"
"53","30.49","98","3.37","794.41"
"53","30.49","98","5.62","795.96"
"53","30.49","97","6.75","562.84"
"53","30.49","97","11.25","794.51"
"54","30.49","97","4.5","461.31"
"53","30.49","98","6.75","530.34"
"53","30.49","98","3.37","316.07"
"53","30.49","98","4.5","347.24"
"53","30.49","99","3.37","433.58"
"53","30.49","99","4.5","542.99"
"52","30.49","99","2.25","525.43"
"52","30.49","99","4.5","314.94"
"52","30.49","99","2.25","443.71"
"52","30.49","99","5.62","391.71"
"52","30.49","98","3.37","421.38"
"52","30.49","98","4.5","273.04"
"52","30.49","97","3.37","315.46"
"52","30.49","97","6.75","279.35"
"52","30.49","96","3.37","309.67"
"52","30.49","95","9","276.49"
"52","30.49","93","4.5","282.02"
"53","30.49","92","7.87","302.64"
"53","30.49","90","5.62","315.15"
"53","30.49","87","3.37","280.34"
"53","30.48","85","5.62","288.19"
"53","30.48","84","3.37","325.66"
"53","30.48","81","6.75","246.58"
"53","30.48","80","6.75","248.37"
"53","30.48","79","5.62","239.47"
"53","30.48","77","3.37","297.28"
"53","30.48","74","4.5","453.84"
"53","30.48","74","6.75","377.11"
"52","30.48","73","1.12","365.87"
"51","30.47","75","7.87","339.54"
"51","30.47","73","2.25","253.83"
"49","30.47","63","7.87","245.23"
"48","30.47","64","5.62","269.65"
"48","30.47","66","6.75","25.27"
"48","30.47","63","6.75","22.38"
"47","30.47","65","0","21.75"
"47","30.46","68","10.12","21.01"
"47","30.46","69","7.87","20.32"
"47","30.46","65","6.75","19.51"
"47","30.46","61","3.37","18.59"
"47","30.46","55","5.62","17.61"
"47","30.46","48","7.87","16.5"
"46","30.46","50","11.25","15.22"
"46","30.45","52","7.87","13.75"
"46","30.45","53","10.12","12.09"
"46","30.45","53","11.25","10.17"
"45","30.45","53","4.5","8.25"
"46","30.45","53","9","6.05"
"46","30.45","53","7.87","3.93"
"46","30.45","45","6.75","2.26"
"46","30.45","42","5.62","1.27"
"46","30.45","39","3.37","1.19"
"46","30.44","38","7.87","1.18"
"45","30.44","41","7.87","1.19"
"45","30.44","45","5.62","1.17"
"45","30.44","45","5.62","1.18"
"45","30.44","52","9","1.18"
"45","30.44","52","6.75","1.21"
"45","30.44","52","3.37","1.24"
"45","30.43","54","9","1.18"
"45","30.44","55","9","1.22"
"45","30.44","54","4.5","1.23"
"45","30.44","52","6.75","1.2"
"45","30.43","49","6.75","1.19"
"45","30.44","47","5.62","1.22"
"45","30.44","45","2.25","1.23"
"45","30.43","44","5.62","1.19"
"45","30.43","42","3.37","1.17"
"45","30.44","42","5.62","1.2"
"45","30.43","39","9","1.22"
"44","30.44","37","1.12","1.19"
"44","30.44","34","6.75","1.2"
"44","30.44","33","9","1.21"
"44","30.44","32","5.62","1.17"
"44","30.44","31","4.5","1.19"
"44","30.44","30","5.62","1.24"
"45","30.44","29","7.87","1.21"
"45","30.44","29","7.87","1.2"
"45","30.44","27","6.75","1.21"
"45","30.44","27","6.75","1.23"
"45","30.44","27","7.87","1.21"
"45","30.44","27","3.37","1.19"
"45","30.44","26","4.5","1.19"
"45","30.44","26","6.75","1.19"
"45","30.44","26","3.37","1.15"
"45","30.44","26","7.87","1.19"
"45","30.44","26","9","1.18"
"45","30.44","27","5.62","1.21"
"45","30.44","27","9","1.19"
"45","30.44","27","9","1.15"
"45","30.44","28","4.5","1.2"
"45","30.44","28","3.37","1.19"
"45","30.45","27","4.5","1.24"
"45","30.45","27","5.62","1.2"
"45","30.44","27","6.75","1.2"
"45","30.45","27","3.37","1.2"
"45","30.45","27","7.87","1.21"
"45","30.44","27","10.12","1.2"
"45","30.45","28","9","1.21"
"45","30.45","28","7.87","1.2"
"46","30.45","28","11.25","1.22"
"46","30.45","29","11.25","1.19"
"46","30.45","29","2.25","1.2"
"46","30.45","29","10.12","1.19"
"46","30.45","29","10.12","1.21"
"45","30.46","29","4.5","1.21"
"45","30.46","28","10.12","1.21"
"45","30.46","28","5.62","1.22"
"46","30.46","27","9","1.19"
"46","30.46","26","9","1.2"
"46","30.46","26","4.5","1.21"
"46","30.46","25","9","1.21"
"46","30.46","25","9","1.19"
"46","30.46","25","6.75","1.22"
"46","30.46","25","3.37","1.22"
"46","30.46","25","6.75","1.2"
"46","30.46","26","2.25","1.2"
"46","30.46","26","6.75","1.22"
"46","30.46","27","4.5","1.19"
"46","30.46","28","12.37","1.19"
"46","30.46","27","3.37","1.2"
"46","30.46","29","11.25","1.19"
"46","30.46","31","10.12","1.21"
"46","30.46","33","2.25","1.22"
"46","30.47","32","6.75","1.2"
"46","30.47","34","7.87","1.19"
"46","30.47","39","4.5","1.18"
"46","30.47","44","7.87","1.17"
"46","30.47","48","5.62","1.21"
"46","30.47","53","3.37","1.19"
"46","30.47","57","4.5","1.21"
"46","30.47","64","9","1.18"
"46","30.47","68","4.5","1.21"
